order_id,company_name,distance_km,delivery_time_hrs,weather,traffic_level,payment_type,past_failures,agent_rating,delivery_status
10088,Amazon Logistics,54,10,Storm,Medium,COD,0,4.3,0
10089,XpressBees,72,6,Rain,High,Prepaid,4,2.8,0
10090,Delhivery,3,11,Rain,Medium,COD,0,4.7,1
10091,Delhivery,25,8,Clear,High,COD,3,2.9,1
10092,Amazon Logistics,5,11,Clear,Medium,Prepaid,1,4.2,0
10093,DTDC,20,9,Clear,Low,COD,0,4.0,0
10094,FedEx India,27,11,Rain,High,Prepaid,2,4.4,1
10095,Shadowfax,76,3,Rain,Low,Prepaid,4,3.9,0
10096,FedEx India,41,2,Storm,Medium,COD,2,2.6,1
10097,Ekart,51,4,Clear,Low,COD,0,4.3,0
10098,Shadowfax,44,8,Rain,Low,Prepaid,2,3.5,0
10099,Ekart,76,11,Storm,Medium,COD,4,3.3,1
10100,XpressBees,68,8,Rain,Medium,Prepaid,1,5.0,0
10101,Flipkart,13,3,Clear,Medium,COD,2,4.0,0
10102,Amazon Logistics,68,4,Clear,High,Prepaid,3,4.3,1
10103,Shadowfax,28,3,Clear,Low,Prepaid,4,3.8,0
10104,Shadowfax,55,10,Rain,Low,Prepaid,4,4.4,0
10105,XpressBees,67,2,Rain,Medium,Prepaid,3,4.4,0
10106,DTDC,50,4,Storm,Medium,Prepaid,0,4.1,1
10107,Delhivery,17,6,Clear,High,COD,3,5.0,0
10108,XpressBees,3,11,Clear,Low,Prepaid,0,3.6,0
10109,Ecom Express,61,11,Rain,High,Prepaid,1,4.3,1
10110,Delhivery,55,5,Rain,Medium,Prepaid,0,4.5,0
10111,Amazon Logistics,31,3,Storm,Medium,Prepaid,1,3.4,0
10112,Delhivery,39,2,Rain,Low,COD,1,3.6,0
10113,DTDC,29,9,Clear,Medium,COD,3,4.9,0
10114,Delhivery,26,1,Rain,Low,COD,1,2.6,0
10115,Amazon Logistics,11,9,Storm,Low,Prepaid,0,3.3,0
10116,DTDC,61,1,Clear,Medium,Prepaid,2,3.7,1
10117,FedEx India,43,7,Clear,High,Prepaid,4,2.5,0
10118,Shadowfax,41,6,Clear,Medium,COD,4,4.7,0
10119,Shadowfax,78,7,Clear,Medium,COD,0,3.2,1
10120,Ekart,43,3,Rain,Medium,Prepaid,2,3.1,0
10121,FedEx India,48,3,Clear,Medium,Prepaid,1,4.6,0
10122,FedEx India,38,11,Clear,High,COD,0,3.2,0
10123,Delhivery,23,1,Clear,Medium,COD,1,4.1,0
10124,Shadowfax,58,4,Rain,Low,COD,3,4.6,0
10125,Amazon Logistics,28,2,Clear,Low,Prepaid,2,4.5,0
10126,Blue Dart,42,10,Rain,Medium,COD,4,4.5,0
10127,Blue Dart,35,8,Clear,Medium,Prepaid,0,2.7,0
10128,DTDC,33,3,Clear,Low,COD,4,2.7,0
10129,Shadowfax,67,7,Clear,High,COD,1,3.3,1
10130,Shadowfax,13,7,Clear,Medium,COD,1,2.6,0
10131,Blue Dart,41,9,Clear,Medium,COD,3,3.8,1
10132,Shadowfax,74,6,Clear,Low,Prepaid,1,3.5,1
10133,Delhivery,77,1,Storm,Medium,Prepaid,1,3.9,1
10134,Ecom Express,74,8,Rain,High,Prepaid,4,3.2,0
10135,Flipkart,11,1,Clear,High,Prepaid,4,3.7,1
10136,FedEx India,49,3,Clear,Low,Prepaid,0,3.3,0
10137,Ekart,21,11,Storm,Low,Prepaid,0,3.0,0
10138,DTDC,40,5,Rain,Medium,COD,1,4.1,0
10139,Ecom Express,61,8,Clear,Medium,Prepaid,2,4.2,1
10140,Blue Dart,67,9,Rain,Medium,COD,0,4.6,0
10141,FedEx India,66,7,Rain,High,COD,1,4.7,0
10142,Shadowfax,52,9,Rain,Medium,Prepaid,4,4.3,0
10143,Ekart,37,11,Clear,Low,Prepaid,3,4.2,0
10144,Shadowfax,25,3,Clear,High,Prepaid,4,2.6,0
10145,Amazon Logistics,28,5,Clear,Low,COD,4,2.8,1
10146,Amazon Logistics,3,10,Storm,High,Prepaid,3,4.5,1
10147,Ekart,32,8,Rain,Medium,Prepaid,4,3.1,1
10148,Ekart,58,1,Clear,High,COD,0,3.4,0
10149,Blue Dart,79,8,Storm,Low,Prepaid,4,2.9,0
10150,Ekart,67,7,Storm,Low,COD,3,3.0,0
10151,Delhivery,30,1,Storm,Medium,Prepaid,1,4.4,0
10152,Shadowfax,16,10,Storm,Medium,COD,1,3.2,1
10153,Ecom Express,13,10,Storm,Low,COD,1,3.6,0
10154,XpressBees,29,6,Clear,High,COD,3,2.9,0
10155,Ekart,25,1,Rain,High,Prepaid,3,4.2,0
10156,DTDC,22,2,Rain,Medium,Prepaid,0,4.3,0
10157,Amazon Logistics,11,5,Clear,Low,COD,3,3.4,0
10158,Delhivery,79,2,Clear,Medium,Prepaid,1,4.5,0
10159,FedEx India,19,10,Storm,Medium,Prepaid,3,3.1,1
10160,XpressBees,15,1,Clear,Medium,COD,2,4.2,1
10161,Ecom Express,35,6,Storm,High,Prepaid,4,4.3,1
10162,XpressBees,59,8,Clear,Low,Prepaid,0,4.9,0
10163,Ekart,77,8,Clear,Low,COD,1,3.1,1
10164,Blue Dart,23,8,Clear,Low,Prepaid,1,2.7,0
10165,Amazon Logistics,71,11,Clear,High,Prepaid,2,3.2,0
10166,Amazon Logistics,37,6,Rain,Medium,COD,0,2.8,0
10167,FedEx India,46,11,Rain,Low,COD,4,2.9,0
10168,Blue Dart,37,3,Clear,Low,Prepaid,0,3.3,1
10169,Shadowfax,23,1,Clear,Low,COD,0,3.5,0
10170,Flipkart,79,2,Clear,Low,COD,1,4.8,0
10171,Delhivery,62,5,Clear,Medium,Prepaid,3,3.0,1
10172,Amazon Logistics,57,10,Rain,Low,Prepaid,4,4.9,1
10173,DTDC,34,5,Clear,Low,Prepaid,0,4.5,1
10174,Amazon Logistics,46,10,Clear,High,COD,2,4.7,1
10175,XpressBees,37,1,Clear,Medium,COD,1,4.8,0
10176,Amazon Logistics,21,1,Clear,Medium,Prepaid,3,4.4,0
10177,Amazon Logistics,19,9,Clear,Low,COD,3,4.5,0
10178,Flipkart,39,2,Clear,Medium,COD,1,3.6,0
10179,Flipkart,68,7,Storm,Medium,Prepaid,0,3.8,0
10180,Ecom Express,24,10,Storm,Low,COD,1,4.8,0
10181,Shadowfax,17,4,Rain,Low,Prepaid,3,3.4,1
10182,DTDC,60,7,Clear,High,COD,3,2.6,0
10183,Amazon Logistics,70,8,Clear,High,Prepaid,2,4.4,1
10184,Amazon Logistics,69,5,Clear,Low,COD,2,3.9,1
10185,Delhivery,22,1,Rain,Low,COD,3,4.5,1
10186,Flipkart,79,4,Storm,High,Prepaid,2,2.7,1
10187,DTDC,79,10,Clear,Low,COD,2,4.1,0
10188,FedEx India,71,3,Clear,Medium,COD,2,3.1,0
10189,Ecom Express,13,10,Rain,High,COD,3,4.8,0
10190,Shadowfax,17,5,Rain,High,Prepaid,0,2.8,0
10191,Blue Dart,15,10,Rain,Medium,Prepaid,0,4.6,0
10192,Shadowfax,62,10,Rain,Low,COD,4,2.7,0
10193,XpressBees,72,6,Storm,Low,COD,2,2.6,1
10194,Amazon Logistics,47,2,Clear,High,COD,0,3.1,0
10195,Ecom Express,33,7,Storm,High,COD,4,3.3,0
10196,XpressBees,16,3,Storm,Medium,Prepaid,1,4.1,0
10197,DTDC,45,1,Rain,High,Prepaid,2,2.8,0
10198,Blue Dart,18,10,Clear,Medium,Prepaid,0,3.6,0
10199,Flipkart,42,3,Clear,Medium,COD,0,3.0,1
10200,Ecom Express,55,9,Clear,High,COD,0,4.6,0
10201,Ecom Express,45,10,Clear,Medium,COD,4,2.6,1
10202,Amazon Logistics,6,11,Storm,Medium,Prepaid,1,3.4,0
10203,Ekart,28,11,Clear,Low,COD,2,4.1,0
10204,Ecom Express,79,6,Clear,Medium,COD,0,4.8,0
10205,Delhivery,44,11,Rain,Medium,COD,3,4.7,1
10206,Blue Dart,32,6,Clear,Low,Prepaid,2,4.7,0
10207,Blue Dart,18,4,Clear,High,COD,3,2.7,0
10208,Delhivery,55,8,Clear,Medium,COD,4,4.6,1
10209,FedEx India,63,5,Rain,High,COD,0,4.4,1
10210,Delhivery,33,7,Clear,Low,COD,2,4.8,0
10211,Delhivery,41,9,Storm,Medium,COD,2,3.3,0
10212,Blue Dart,14,5,Clear,Low,Prepaid,0,4.8,0
10213,Shadowfax,36,11,Storm,High,Prepaid,1,3.5,0
10214,Blue Dart,6,5,Clear,Low,COD,4,4.1,1
10215,Ekart,74,4,Clear,Medium,Prepaid,0,3.6,0
10216,Amazon Logistics,30,6,Clear,High,Prepaid,2,3.6,1
10217,XpressBees,71,2,Clear,Medium,Prepaid,1,3.9,0
10218,Shadowfax,26,3,Clear,High,Prepaid,2,3.4,0
10219,Flipkart,23,1,Clear,High,COD,3,4.5,0
10220,XpressBees,67,2,Clear,Low,Prepaid,2,4.1,1
10221,Amazon Logistics,46,2,Rain,Low,COD,4,4.2,0
10222,Ekart,70,8,Clear,Low,COD,0,3.1,0
10223,Ekart,73,8,Clear,Low,Prepaid,2,4.9,0
10224,Flipkart,2,2,Rain,High,Prepaid,3,4.2,0
10225,Shadowfax,45,6,Storm,High,COD,3,3.0,1
10226,FedEx India,76,5,Clear,Low,COD,0,4.4,0
10227,Delhivery,40,3,Clear,Medium,Prepaid,3,2.9,0
10228,Shadowfax,55,5,Storm,Medium,Prepaid,0,2.7,0
10229,FedEx India,76,5,Clear,Low,Prepaid,4,3.8,0
10230,Ekart,30,5,Storm,Medium,Prepaid,0,3.9,1
10231,Blue Dart,55,3,Clear,Low,Prepaid,1,3.0,1
10232,Amazon Logistics,17,3,Storm,Medium,COD,3,3.4,1
10233,Flipkart,21,4,Clear,Medium,COD,3,4.9,1
10234,Amazon Logistics,47,7,Storm,Medium,COD,2,3.2,1
10235,DTDC,68,2,Clear,Low,Prepaid,1,2.9,0
10236,DTDC,66,10,Rain,High,COD,2,5.0,0
10237,Shadowfax,59,4,Clear,Medium,Prepaid,0,3.3,1
10238,Ekart,54,4,Clear,High,Prepaid,4,4.2,1
10239,Ekart,2,1,Rain,Medium,COD,3,3.1,0
10240,Delhivery,67,10,Clear,High,COD,4,3.9,0
10241,Delhivery,30,8,Storm,High,Prepaid,0,3.5,1
10242,Delhivery,71,1,Clear,Medium,COD,0,4.9,0
10243,Blue Dart,9,8,Storm,Medium,COD,1,3.6,1
10244,XpressBees,30,7,Clear,High,Prepaid,2,4.0,0
10245,Ecom Express,52,9,Storm,Medium,COD,3,4.9,1
10246,XpressBees,34,8,Storm,High,COD,3,5.0,0
10247,Amazon Logistics,4,5,Clear,High,COD,4,2.8,1
10248,XpressBees,61,8,Storm,Medium,Prepaid,1,4.6,0
10249,Blue Dart,36,11,Rain,Low,Prepaid,0,3.5,0
10250,Amazon Logistics,70,10,Clear,Low,Prepaid,1,4.0,0
10251,XpressBees,77,3,Rain,High,Prepaid,3,3.4,1
10252,Blue Dart,21,10,Clear,Low,COD,2,3.5,0
10253,Ecom Express,74,7,Rain,Low,Prepaid,4,2.9,1
10254,XpressBees,40,4,Clear,Medium,COD,0,3.9,0
10255,Blue Dart,5,5,Clear,Medium,Prepaid,0,3.9,0
10256,Delhivery,20,9,Clear,Low,COD,0,3.0,0
10257,Ekart,46,7,Rain,Low,Prepaid,2,3.9,0
10258,Delhivery,44,4,Storm,Medium,Prepaid,3,4.9,1
10259,Ekart,14,6,Storm,Low,COD,3,4.3,1
10260,Flipkart,14,10,Clear,High,Prepaid,1,3.7,0
10261,Flipkart,61,11,Clear,Low,Prepaid,1,4.8,0
10262,Flipkart,58,7,Rain,High,Prepaid,3,3.9,0
10263,Ecom Express,53,10,Rain,High,Prepaid,0,2.8,0
10264,Delhivery,54,9,Clear,Medium,COD,2,3.9,1
10265,Ekart,44,4,Clear,Low,COD,3,3.0,1
10266,Blue Dart,73,10,Clear,Medium,Prepaid,2,4.4,1
10267,Amazon Logistics,73,3,Clear,Medium,Prepaid,4,4.9,0
10268,Blue Dart,43,8,Rain,Low,COD,0,3.4,0
10269,Amazon Logistics,27,1,Clear,High,COD,4,3.6,1
10270,DTDC,24,9,Storm,Medium,COD,3,3.6,0
10271,Blue Dart,44,1,Clear,High,COD,1,3.2,0
10272,XpressBees,78,2,Clear,Low,Prepaid,3,4.5,1
10273,XpressBees,29,8,Storm,Low,Prepaid,4,4.0,0
10274,Shadowfax,10,9,Rain,High,Prepaid,2,2.7,0
10275,Delhivery,21,7,Clear,Medium,Prepaid,3,4.6,0
10276,Amazon Logistics,57,3,Rain,Medium,COD,1,3.0,1
10277,Amazon Logistics,40,7,Clear,Medium,COD,4,4.9,0
10278,Delhivery,52,6,Rain,Low,COD,3,3.4,1
10279,Ecom Express,13,2,Clear,Medium,Prepaid,4,4.0,0
10280,Shadowfax,56,3,Rain,Low,COD,4,2.7,0
10281,Ecom Express,79,11,Clear,Medium,Prepaid,0,3.4,0
10282,Ecom Express,12,10,Clear,Medium,Prepaid,2,4.5,0
10283,Ecom Express,27,10,Storm,High,Prepaid,0,3.7,1
10284,Delhivery,43,5,Rain,Medium,COD,4,4.8,0
10285,Ecom Express,28,10,Clear,Low,Prepaid,1,3.9,0
10286,XpressBees,12,4,Clear,Medium,COD,1,4.8,0
10287,Flipkart,39,2,Clear,Low,Prepaid,0,5.0,0
10288,DTDC,44,4,Rain,Low,Prepaid,1,3.6,0
10289,Amazon Logistics,20,8,Rain,Low,COD,4,3.9,0
10290,Amazon Logistics,65,5,Rain,Medium,Prepaid,3,4.6,1
10291,DTDC,7,5,Clear,Low,Prepaid,4,3.1,0
10292,Delhivery,47,10,Rain,Medium,Prepaid,3,4.7,1
10293,Blue Dart,43,3,Clear,High,COD,1,4.0,0
10294,Delhivery,66,8,Clear,Medium,Prepaid,2,4.3,1
10295,Amazon Logistics,73,6,Rain,Low,Prepaid,2,2.7,0
10296,Amazon Logistics,60,2,Storm,Low,Prepaid,4,4.4,0
10297,DTDC,53,2,Rain,Medium,Prepaid,4,3.3,1
10298,Ecom Express,48,9,Rain,High,Prepaid,1,4.5,0
10299,Delhivery,8,7,Rain,Low,COD,2,3.8,0
10300,Ekart,12,10,Storm,High,COD,2,3.2,0
10301,DTDC,62,9,Clear,Medium,Prepaid,4,4.9,0
10302,XpressBees,69,6,Clear,Medium,COD,2,4.4,1
10303,Amazon Logistics,26,5,Storm,High,COD,4,5.0,0
10304,DTDC,13,1,Storm,Medium,COD,0,3.4,1
10305,Delhivery,27,6,Clear,High,Prepaid,2,4.1,0
10306,Amazon Logistics,13,6,Clear,Medium,Prepaid,3,4.0,1
10307,Blue Dart,44,3,Clear,Medium,COD,1,4.2,0
10308,DTDC,52,3,Clear,Medium,Prepaid,4,2.6,0
10309,Shadowfax,38,3,Storm,Low,Prepaid,2,3.2,1
10310,Amazon Logistics,47,3,Clear,Medium,COD,2,4.8,0
10311,Delhivery,54,7,Storm,Low,Prepaid,4,3.6,0
10312,Flipkart,14,10,Clear,Low,Prepaid,3,4.9,1
10313,Ekart,55,11,Clear,Medium,Prepaid,2,3.0,0
10314,FedEx India,58,2,Clear,Medium,COD,0,5.0,1
10315,Ecom Express,5,10,Rain,High,Prepaid,1,4.2,0
10316,FedEx India,76,10,Rain,Medium,COD,4,4.4,1
10317,Delhivery,50,2,Rain,Medium,COD,2,3.5,0
10318,XpressBees,8,3,Clear,Low,Prepaid,1,4.8,0
10319,XpressBees,12,10,Clear,High,Prepaid,4,3.9,0
10320,Flipkart,55,7,Clear,Medium,Prepaid,4,4.2,0
10321,Ecom Express,46,3,Clear,High,COD,4,2.7,1
10322,Shadowfax,24,7,Rain,High,Prepaid,3,4.1,0
10323,Flipkart,29,9,Rain,Low,COD,0,4.7,0
10324,FedEx India,58,11,Rain,Medium,Prepaid,4,2.9,0
10325,Flipkart,27,10,Clear,High,Prepaid,3,4.3,0
10326,FedEx India,26,11,Clear,Low,Prepaid,4,2.6,1
10327,Amazon Logistics,55,4,Clear,Medium,COD,4,4.8,0
10328,XpressBees,30,7,Clear,High,Prepaid,3,5.0,0
10329,Amazon Logistics,37,9,Rain,Low,Prepaid,0,3.4,1
10330,Ekart,15,8,Rain,High,COD,1,2.8,0
10331,Ecom Express,79,8,Clear,High,Prepaid,2,4.1,0
10332,Shadowfax,36,9,Clear,Medium,Prepaid,4,2.6,0
10333,FedEx India,31,5,Storm,Low,COD,0,3.7,0
10334,Shadowfax,18,5,Rain,Low,COD,2,3.2,0
10335,FedEx India,68,3,Rain,Low,Prepaid,4,3.7,0
10336,Delhivery,31,5,Clear,High,Prepaid,2,2.5,0
10337,Flipkart,46,8,Clear,High,COD,3,2.6,1
10338,Ekart,52,5,Storm,Medium,Prepaid,0,2.5,1
10339,XpressBees,48,4,Rain,Medium,COD,0,4.0,0
10340,FedEx India,54,8,Clear,Low,Prepaid,1,3.9,0
10341,Shadowfax,65,7,Rain,High,Prepaid,1,3.1,1
10342,Ekart,39,6,Rain,Medium,Prepaid,2,4.1,1
10343,Blue Dart,65,5,Clear,High,Prepaid,3,4.7,1
10344,Blue Dart,8,5,Clear,Medium,COD,2,3.2,1
10345,Amazon Logistics,23,10,Clear,High,Prepaid,4,4.6,0
10346,XpressBees,42,2,Clear,Medium,Prepaid,0,4.2,0
10347,Delhivery,75,4,Rain,Medium,COD,2,2.6,0
10348,Shadowfax,11,8,Clear,Medium,Prepaid,2,3.4,0
10349,Flipkart,58,8,Rain,High,COD,0,3.8,1
10350,Flipkart,8,11,Storm,Medium,COD,0,4.3,0
10351,Shadowfax,51,1,Clear,Medium,COD,1,3.2,0
10352,Ecom Express,53,2,Clear,Low,COD,1,5.0,0
10353,Delhivery,34,5,Rain,Low,Prepaid,0,4.2,1
10354,Ekart,2,9,Rain,Medium,COD,2,3.4,1
10355,FedEx India,54,10,Rain,Low,COD,4,2.7,1
10356,Ecom Express,61,11,Clear,Low,COD,2,3.0,0
10357,FedEx India,35,11,Clear,Medium,Prepaid,4,3.7,0
10358,FedEx India,5,7,Rain,Low,COD,0,3.7,0
10359,Ecom Express,18,10,Storm,High,COD,4,4.4,0
10360,Amazon Logistics,5,5,Clear,Medium,COD,1,4.3,0
10361,Blue Dart,44,1,Storm,Medium,Prepaid,0,3.0,1
10362,FedEx India,5,6,Clear,Low,Prepaid,3,4.0,0
10363,Ecom Express,2,8,Storm,Low,COD,4,2.6,1
10364,Ecom Express,72,7,Rain,Medium,Prepaid,4,3.5,1
10365,DTDC,51,2,Clear,High,Prepaid,3,4.4,0
10366,Amazon Logistics,74,5,Rain,High,COD,3,3.5,1
10367,XpressBees,62,11,Clear,Low,Prepaid,0,4.6,1
10368,DTDC,36,4,Clear,Medium,Prepaid,2,4.9,1
10369,DTDC,9,9,Clear,Low,Prepaid,3,4.0,1
10370,Shadowfax,25,10,Clear,High,Prepaid,4,2.9,1
10371,Blue Dart,37,1,Clear,High,Prepaid,3,3.4,0
10372,Ecom Express,51,6,Rain,Medium,Prepaid,0,2.5,0
10373,Blue Dart,44,3,Rain,Medium,Prepaid,0,4.0,0
10374,Delhivery,28,11,Clear,High,COD,4,4.6,0
10375,Shadowfax,33,9,Storm,Medium,COD,4,4.1,0
10376,XpressBees,79,5,Rain,Medium,Prepaid,4,4.5,0
10377,Blue Dart,19,6,Storm,High,Prepaid,2,4.5,1
10378,Flipkart,29,11,Rain,Medium,Prepaid,4,4.6,1
10379,FedEx India,30,9,Clear,Medium,COD,0,3.2,0
10380,Delhivery,17,9,Clear,High,COD,0,4.7,0
10381,Amazon Logistics,48,8,Rain,Medium,Prepaid,3,4.1,0
10382,XpressBees,60,9,Clear,Medium,Prepaid,4,3.2,1
10383,Delhivery,32,4,Clear,Low,COD,2,5.0,0
10384,FedEx India,5,6,Clear,Medium,COD,1,4.9,1
10385,Shadowfax,38,5,Clear,Low,Prepaid,3,3.9,0
10386,FedEx India,18,5,Clear,Medium,COD,2,4.6,1
10387,DTDC,40,4,Clear,Medium,COD,4,3.2,0
10388,FedEx India,49,2,Clear,High,COD,2,3.5,1
10389,DTDC,47,6,Rain,Medium,Prepaid,1,3.0,0
10390,Shadowfax,49,9,Rain,High,COD,2,3.8,1
10391,Ekart,40,1,Clear,Low,Prepaid,1,3.7,0
10392,DTDC,5,7,Clear,High,COD,1,3.0,0
10393,Amazon Logistics,31,6,Clear,Medium,Prepaid,1,4.2,0
10394,FedEx India,31,3,Clear,Medium,Prepaid,2,2.8,1
10395,FedEx India,23,1,Clear,Low,COD,4,2.7,0
10396,Amazon Logistics,76,4,Clear,Medium,Prepaid,0,3.5,1
10397,Flipkart,67,9,Rain,Medium,Prepaid,0,3.5,1
10398,Ecom Express,13,2,Clear,Medium,Prepaid,2,3.3,0
10399,Ekart,37,3,Clear,High,Prepaid,4,3.1,0
10400,XpressBees,19,2,Clear,High,Prepaid,0,3.3,0
10401,DTDC,54,2,Rain,High,COD,1,2.9,0
10402,Amazon Logistics,72,10,Storm,Medium,Prepaid,2,3.5,0
10403,Shadowfax,2,11,Rain,High,Prepaid,2,4.8,0
10404,DTDC,59,11,Rain,High,Prepaid,3,3.1,1
10405,Ecom Express,7,8,Clear,Low,Prepaid,3,4.2,0
10406,Shadowfax,71,3,Clear,Medium,Prepaid,3,2.9,1
10407,Delhivery,45,7,Storm,Low,Prepaid,4,3.4,0
10408,FedEx India,73,8,Clear,Low,Prepaid,2,3.3,1
10409,Delhivery,25,3,Storm,Low,Prepaid,3,4.8,1
10410,DTDC,20,2,Rain,Low,COD,2,3.6,0
10411,Ecom Express,19,8,Rain,Medium,COD,1,4.2,1
10412,Ekart,31,3,Clear,Medium,Prepaid,3,4.0,1
10413,DTDC,43,7,Rain,Low,Prepaid,2,2.9,0
10414,Amazon Logistics,34,1,Clear,High,COD,4,4.8,0
10415,Blue Dart,75,6,Clear,High,Prepaid,4,3.4,1
10416,DTDC,13,9,Clear,High,COD,4,2.6,0
